titles,category
오늘부터 일회용품 제한 확대 편의점 일회용 비닐봉투 식당 종이컵  금지 ,Social
경기도  민노총 화물연대 총파업  도민 불편 최소화에 총력 ,Social
경기도  화물연대 파업 대응 행정2부지사 체제로 격상,Social
 댓글 조작  김경수 전 경남지사  이르면 오늘밤 가석방 여부 결정,Social
김경수는 또 가석방  부적격  원유철 최흥집 출소 예정,Social
 출퇴근길 운행 지연 가능성  서울 지하철 노조 24일 첫차부터 준법투쟁,Social
 24일부터 서울 지하철 준법투쟁  대응 나선 교통공사  인력 추가 투입,Social
HJ중공업   NLL 파수꾼  해군 고속정 4척 수주 쾌거,Social
HJ중공업 해군 신형 고속정 4척 수주 누적 수주 20척 돌파,Social
 팩트맨 유동규도 남욱도 자정  땡 하면 출소하는 이유 ,Social
 팩트맨 ADHD 치료제 먹으면 공부가 잘 된다 ,Social
 팩트맨 전자팔찌 끊은 김봉현  붙잡혀도  솜방망이  처벌 ,Social
 팩트맨  부재중 전화  계속 와도 스토킹은 아니다 ,Social
NHN링크  대학로에 연극 뮤지컬 공연장  링크아트센터  개관,Culture
대학로의 새 공연장 링크아트센터 조수미 용재오닐 등 공연,Culture
대학로의 새 공연장  링크아트센터  12월 14일 개관,Culture
NHN링크  대학로에 공연장  링크아트센터  개관,Culture
1600년 일상 기록한  유성룡비망기입대통력  귀환,Culture
400여년 전 류성룡의 일상이 담긴  대통력  귀환,Culture
 대장  가벼이 하시면 안 됩니다  83자에 담긴 충무공의 마지막,Culture
이순신 최후 순간 적은  류성룡 비망록 달력  일본서 환수,Culture
남한산성 숭렬전 등 유교건축 사묘 재실 8건 보물 됐다,Culture
문화재청  사묘 재실 문화재 등 10건  보물  지정,Culture
전국 맑고 출근길 기온  뚝  큰 일교차 유의,Culture
오후부터 차차 맑아져 내륙에 짙은 안개  큰 일교차,Culture
 강수연 박찬욱  대중문화예술상 은관문화훈장 수훈,Culture
박찬욱 감독 배우 고    강수연  은관문화훈장 수훈,Culture
대웅펫  펫 시장 본격 진출  프리미엄 영양제 출시,Culture
반려동물도  임팩타민  먹는다   임팩타민펫  출시,Culture
임신 중     섭취 뱃속 태아  뇌 발달  늦춘다,Culture
 임신 중 소량 알코올도 태아 뇌에 영향 ,Culture
 이현석의 건강수명 연장하기  심전도의 놀라운 진화,Culture
 이현석의 건강수명 연장하기  루즈벨트의 죽음  심장병 연구의 시작,Culture
 이현석의 건강수명 연장하기  내장 진단 혁명 가져온 초음파,Culture
 이현석의 건강수명 연장하기  열일하는 심장,Culture
 우리말 바루기   때려칠  수 없는 이유,Culture
 우리말 바루기   도어스테핑 의 우리말은 ,Culture
 우리말 바루기  왜  처녀김치 는 없나요 ,Culture
 우리말 바루기   가을 냄새 일까   가을 내음 일까 ,Culture
러시아 미사일 공습으로 우크라이나 전역에서 정전 발생,World
러 미사일 공습에 키이우서 3명 사망  단전 단수 속출 종합 ,World
러 미사일 공습에 키이우서 3명 사망  단전   단수 속출,World
우크라 전체가 불 꺼졌다 러시아 또 대규모 미사일 세례,World
  우크라에 방공미사일 등 4억 달러 추가 군사 지원,World
   겨울전쟁  앞둔 우크라 전폭지원 누적 군사지원만 25조원대,World
러  미사일 발악 한 날      우크라에 4억달러 추가 군사 지원,World
   우크라에 드론용 대공포 등 4억 달러 규모 추가 군사지원 종합 ,World
얼마나 시위가 심했으면 폭스콘  200만원 줄게 회사 나가라 ,World
  아이폰 공장서 수백명 과격 시위  체불임금 보너스 지급 요구,World
직원 탈주 이어 대규모 시위    폭스콘  190만원 줄테니 떠나라 ,World
 직원 대탈출    아이폰공장 이번엔 방역요원과 유혈충돌,World
 4년째 대통령이 두 명  국민들도 헷갈리겠네  어디길래,World
 한 지붕 두 대통령  베네수엘라  1년여만에 협상 재개,World
WSJ  세계 경제  예상보단 덜 나쁠 것     경제 반등 가능성 ,World
내년 글로벌 경제 둔화되겠지만 예상만큼 나쁘지는 않을 듯 WSJ,World
20년전 호수에 풀어준 금붕어   30  초대형 으로 자랐다,World
20년전 호수 풀어놓은 금붕어  30  초대형  자랐다,World
EU 상장사  여성 이사 40   의무화   유리천장 깨진다,World
EU  2026년부터  여성 이사 40   의무화,World
홍역 유행 초비상 영유아 백신 접종률 최저치,World
지구상 최강 전파력 홍역  지난해 어린이 4000만명 예방접종 놓쳐,World
숄츠  EU  조만간 러시아산 원유 가격 상한선 합의 확신 ,World
 G7 EU  러 원유 가격상한 65 70달러 고려  오늘 발표 가능성,World
 줌인   바이든의 IRA는 중국식 전략   맞불 입법  경고한    ,World
 줌인  카타르 월드컵 스포트라이트 훔친 빈 살만 사우디 왕세자,World
 줌인  침체기 부동산 시장에  돈 풀라  은행 압박하는   당국,World
 줌인  EU도 못 말린 발칸 앙숙 코소보 세르비아의   번호판 갈등 ,World
보라네트워크  글로벌 NFT 거래소  매직에덴 과 파트너십,IT
보라네트워크  글로벌 NFT마켓 매직에덴과 파트너십 체결,IT
네오위즈  인텔라X   글로벌 대형 NFT 거래소  매직에덴 과 협업,IT
보라네트워크   매직에덴 과 웹3 게임 NFT 분야 협약 체결,IT
이종호 장관  디지털 강국 도약 이상무 속도감 있게 정책 추진 ,IT
범정부 역량 결집  디지털 전략반  운영  디지털 혁신 속도 ,IT
블록체인으로 1000만명 투표 시스템 만든다,IT
온라인 주민 투표에 블록체인 도입한다,IT
LG유플  비혼 선언한 직원에게도 결혼축하금과 동일 혜택  100  기본급 ,IT
LGU   업계 최초  비혼지원금  신설 결혼 축하금과 동일,IT
카카오모빌리티   택시기사 의료생계 안심지원  시동,IT
카카오모빌리티  22억 들여 택시기사 의료생계 지원,IT
과기정통부   메타버스 윤리원칙  이달 발표,IT
LG U   이화여대 캠퍼스  메타버스로 ,IT
카카오게임즈   디스테라  스팀 얼리 액세스 출시,IT
PC 콘솔 대작  글로벌 정조준   게임팬에 통할까,IT
유전체정보 통해 당뇨 고위험군 예측 가능해진다,IT
암 당뇨 고혈압에 초점 한국인 특화 유전체 분석 서비스 나온다,IT
웨이브  온라인 소통 플랫폼  뉴스룸  오픈,IT
웨이브  2022 카타르월드컵 무료 생중계 결정,IT
비트코인  다시 1만6천달러 1만3500달러까지 떨어질 수도  코인브리핑 ,IT
비트코인  1만5000달러대 지속 FTX 여진 이어져  코인브리핑 ,IT
제네시스 파산 가능성에 비트코인 1만6천달러선 붕괴  코인브리핑 ,IT
비트코인  1만6000달러 회복 하락세는 계속  코인브리핑 ,IT
제임스 웹  외계행성 대기에서 화학반응 사상 최초 포착,IT
생각만으로 드론 띄운다  고도변화 정지비행도 구현,IT
마비환자  생각 내비 대로 휠체어 움직였다,IT
 이 기술의 온도는 36 5   약자 환경 돌보는 다이슨상 발명품,IT
